,id,time,days,mood,circumplex.arousal,circumplex.valence,activity,screen,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,n_days_id,target_mood_plus1,target_mood_plus2,day_shift,day_diff,time_elapsed,month,day,season
20,AS14.01,2014-04-09,51,7,-0.8,0.8,2.88921874877589,10767.572001695635,0.0,876.2759999999989,5725.074,940.7699999999999,0.0,0.0,0.0,93.98299999999999,2826.3500000000004,0.0,0.0,233.3,0.0,21,7.4,7.0,52.0,1.0,42 days,4,9,spring
21,AS14.01,2014-04-10,52,7,-0.4,0.8,1.8951145246773857,5153.979000091553,0.0,654.3919999999997,3211.215,581.086,0.0,1.059,23.195,107.91900000000001,1174.7170000000003,0.0,0.0,377.687,0.0,22,7.0,7.25,53.0,1.0,43 days,4,10,spring
22,AS14.01,2014-04-11,53,7,-1.2,0.8,1.9196688497534522,5346.477000474928,0.0,853.2239999999995,3336.5920000000015,1093.876,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,23,7.25,8.0,54.0,1.0,44 days,4,11,spring
23,AS14.01,2014-04-12,54,7,-0.75,0.75,1.7339774752876362,2228.2960011959076,0.0,302.44599999999986,2083.514,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.39199999999994,0.0,24,8.0,7.2,55.0,1.0,45 days,4,12,spring
24,AS14.01,2014-04-13,55,8,-1.25,1.0,0.33651189490489736,2005.7509992122657,0.0,343.04599999999994,1096.7949999999996,249.392,82.413,0.0,0.0,94.20899999999999,34.501999999999995,0.0,0.0,0.0,0.0,25,7.2,6.4,56.0,1.0,46 days,4,13,spring
25,AS14.01,2014-04-14,56,7,-1.2,0.6,2.0132955472772207,7754.699999570847,1.0,865.0419999999999,6032.380000000002,3522.9069999999997,89.32300000000001,0.0,0.0,145.09600000000003,787.353,29.104,0.0,986.014,0.0,26,6.4,7.2,57.0,1.0,47 days,4,14,spring
26,AS14.01,2014-04-15,57,6,0.0,0.8,2.162691666737406,8144.946998596191,1.0,1298.295999999999,5861.349999999999,944.5220000000002,13.043,0.0,0.0,57.625,2814.714000000001,8.363,0.0,279.79299999999995,0.0,27,7.2,6.6,58.0,1.0,48 days,4,15,spring
27,AS14.01,2014-04-16,58,7,0.7,0.4,2.786648067050933,7107.816999673843,1.0,823.6129999999999,4587.219,426.73400000000004,0.0,0.0,0.0,40.784,1912.8519999999999,0.0,0.0,223.587,0.0,28,6.6,6.8,59.0,1.0,49 days,4,16,spring
28,AS14.01,2014-04-17,59,6,-0.4,0.6,1.3660285601303237,4151.375001192095,0.0,552.201,4457.401000000003,142.241,0.0,0.0,0.0,53.763000000000005,1520.917,0.0,0.0,49.718,0.0,29,6.8,7.8,60.0,1.0,50 days,4,17,spring
29,AS14.01,2014-04-18,60,6,-0.8,0.8,2.256792160679426,4627.0750007629385,0.0,801.2579999999997,4924.994999999999,774.354,119.163,0.0,0.0,47.788999999999994,516.207,63.873999999999995,0.0,88.68,0.0,30,7.8,7.25,61.0,1.0,51 days,4,18,spring
30,AS14.01,2014-04-19,61,7,-0.2,1.0,2.3863658813721664,5158.585000753404,0.0,671.3389999999994,2728.2599999999998,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.79600000000005,0.0,31,7.25,7.6,62.0,1.0,52 days,4,19,spring
31,AS14.01,2014-04-20,62,7,-0.25,0.75,1.7207735899916674,5385.811000823976,2.0,716.3300000000002,4984.723999999999,727.492,10.606,0.0,0.0,34.202,1457.5429999999994,0.0,0.0,121.03500000000001,0.0,32,7.6,7.4,63.0,1.0,53 days,4,20,spring
32,AS14.01,2014-04-21,63,7,-0.3,1.0,2.448985415237932,3359.1319992542267,0.0,748.0139999999994,2004.3470000000004,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.97200000000004,68.278,0.0,210.882,0.0,33,7.4,7.6,64.0,1.0,54 days,4,21,spring
33,AS14.01,2014-04-22,64,7,0.2,1.0,2.206309243735009,10250.496000051498,0.0,990.061999999999,9911.828000000003,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,34,7.6,7.6,65.0,1.0,55 days,4,22,spring
34,AS14.01,2014-04-23,65,7,0.2,1.0,1.1036565392103728,7221.449000120163,0.0,661.7709999999997,7169.900999999997,347.4270000000001,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0,35,7.6,7.2,66.0,1.0,56 days,4,23,spring
35,AS14.01,2014-04-24,66,7,-0.4,1.0,1.221671716656823,7624.063000679014,0.0,723.9330000000003,7618.203000000004,2052.233,48.244,0.0,0.0,31.933,2688.536,51.184,0.0,716.1970000000001,0.0,36,7.2,7.6,67.0,1.0,57 days,4,24,spring
36,AS14.01,2014-04-25,67,7,-0.2,0.8,2.617465527283859,6555.268000125884,1.0,616.1309999999997,6685.355999999999,650.8319999999999,21.070999999999998,0.0,0.0,68.847,2227.694,63.315999999999995,0.0,347.974,0.0,37,7.6,7.5,68.0,1.0,58 days,4,25,spring
37,AS14.01,2014-04-26,68,7,-0.2,1.0,4.927721747357405,3415.937999725342,4.0,685.3789999999997,1856.186,125.556,27.266999999999996,0.0,0.0,46.205,76.00399999999999,470.773,3.148,315.7629999999999,0.0,38,7.5,7.6,69.0,1.0,59 days,4,26,spring
38,AS14.01,2014-04-27,69,7,0.0,1.0,0.6705363235772013,2895.164000511171,0.0,764.2669999999999,2431.4979999999996,777.6210000000001,0.0,0.0,0.0,146.35,27.47,0.0,0.0,60.337999999999994,0.0,39,7.6,7.0,70.0,1.0,60 days,4,27,spring
39,AS14.01,2014-04-28,70,7,-0.8,0.8,0.47220774092157364,4708.904000282286,0.0,603.091,4697.372000000001,716.703,116.77600000000001,0.0,0.0,72.584,500.89799999999997,0.0,0.0,380.193,0.0,40,7.0,7.8,71.0,1.0,61 days,4,28,spring
40,AS14.01,2014-04-29,71,7,-0.2,0.8,2.4661979647081074,5806.869999408724,0.0,719.2279999999995,2858.7339999999995,1562.5330000000004,0.0,333.305,0.0,40.471999999999994,411.485,41.982,0.0,410.436,0.0,41,7.8,8.0,72.0,1.0,62 days,4,29,spring
41,AS14.01,2014-04-30,72,7,-0.4,0.8,3.6252350169779333,5014.657999277114,0.0,620.1570000000002,3550.6179999999995,504.862,53.25,0.0,0.0,116.403,89.16599999999998,272.798,0.0,112.295,0.0,42,8.0,7.6,73.0,1.0,63 days,4,30,spring
42,AS14.01,2014-05-01,73,8,-0.4,1.0,0.8895664355437688,10502.009999036789,4.0,1090.442999999999,7766.8830000000025,470.866,435.294,0.0,28.098,44.43,3408.903999999999,0.0,0.0,269.56899999999996,0.0,43,7.6,8.0,74.0,1.0,64 days,5,1,summer
43,AS14.01,2014-05-02,74,7,-0.2,1.0,1.8561844631226165,8461.404000997545,0.0,646.5719999999997,7204.825999999999,352.88800000000003,272.341,0.0,0.0,32.443,771.266,0.0,0.0,11.083,0.0,44,8.0,8.0,75.0,1.0,65 days,5,2,summer
44,AS14.02,2014-03-16,27,6,0.0,0.0,0.0,2322.276999473571,1.0,739.894,1218.1140000000003,88.392,0.0,0.0,0.0,408.10599999999994,181.591,0.0,0.0,0.0,0.0,0,6.75,8.2,28.0,1.0,0 days,3,16,spring
45,AS14.02,2014-03-17,28,6,0.5,0.5,1.17647890465228,4234.52100110054,0.0,1150.3029999999999,3391.3430000000017,341.027,0.0,0.0,0.0,103.69899999999998,103.02799999999999,0.0,0.0,0.0,0.0,1,8.2,6.8,29.0,1.0,1 days,3,17,spring
46,AS14.02,2014-03-18,29,8,0.6,0.8,5.267625222130502,3395.4210009574886,1.0,971.7359999999993,2427.837,88.943,0.0,0.0,0.0,88.72200000000001,212.36399999999995,0.0,0.0,0.0,0.0,2,6.8,7.25,30.0,1.0,2 days,3,18,spring
47,AS14.02,2014-03-19,30,6,0.4,0.4,7.575162164415436,4163.416000366211,1.0,1124.6000000000001,2417.2899999999995,196.13899999999998,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0,3,7.25,7.5,31.0,1.0,3 days,3,19,spring
48,AS14.02,2014-03-20,31,7,-0.5,0.75,5.736599045048336,2946.3060009479523,1.0,1237.9759999999997,2154.3709999999996,148.18,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,4,7.5,6.5,32.0,1.0,4 days,3,20,spring
49,AS14.02,2014-03-21,32,7,-0.75,0.75,6.95107019760258,4176.616998672485,1.0,1525.3620000000005,1914.1859999999997,38.405,0.0,0.0,0.0,37.944,388.02099999999996,442.296,0.0,0.0,0.0,5,6.5,6.25,33.0,1.0,5 days,3,21,spring
50,AS14.02,2014-03-22,33,6,-1.0,-0.5,10.705048483989632,4751.834002494812,1.0,1480.4989999999984,1852.2560000000005,500.1679999999999,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0,6,6.25,6.4,34.0,1.0,6 days,3,22,spring
51,AS14.02,2014-03-23,34,6,-1.0,0.0,5.393943140670647,3380.3140006065364,1.0,809.448,1264.5150000000003,221.72199999999995,0.0,0.0,0.0,61.865,171.994,1263.189,0.0,0.0,0.0,7,6.4,7.75,35.0,1.0,7 days,3,23,spring
52,AS14.02,2014-03-24,35,6,0.2,-0.2,3.746991900035999,1870.774999141693,0.0,720.7030000000004,941.4999999999999,117.838,0.0,0.0,0.0,81.80799999999999,232.80100000000002,0.0,0.0,0.0,0.0,8,7.75,7.2,36.0,1.0,8 days,3,24,spring
53,AS14.02,2014-03-25,36,7,-1.25,0.75,5.5323277165548905,2966.5709996223454,0.0,1285.535,2029.7920000000001,56.144,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,9,7.2,7.25,37.0,1.0,9 days,3,25,spring
54,AS14.02,2014-03-26,37,7,-1.2,0.4,7.054883097740211,3648.4720005989066,0.0,1122.425,1758.5790000000002,324.5835,0.0,0.0,0.0,41.95,718.934,0.0,0.0,0.0,0.0,10,7.25,6.8,38.0,1.0,10 days,3,26,spring
55,AS14.02,2014-03-27,38,7,0.0,0.5,5.492376214131624,3345.4879984855656,0.0,816.1869999999999,2136.5809999999997,151.024,0.0,0.0,0.0,343.627,81.366,0.0,0.0,67.16300000000001,0.0,11,6.8,7.25,39.0,1.0,11 days,3,27,spring
56,AS14.02,2014-03-28,39,6,-0.6,0.6,6.278359873875348,2875.759999275208,2.0,862.708,1245.1270000000002,277.57099999999997,0.0,0.0,0.0,125.66900000000001,711.2599999999999,0.0,0.0,0.0,0.0,12,7.25,7.0,40.0,1.0,12 days,3,28,spring
57,AS14.02,2014-03-29,40,7,-0.75,0.25,10.379264521449482,2590.9459972381596,0.0,988.7930000000002,1087.011,127.148,0.0,0.0,0.0,52.841,523.8539999999999,501.6439999999999,0.0,0.0,0.0,13,7.0,7.2,41.0,1.0,13 days,3,29,spring
58,AS14.02,2014-03-30,41,7,-1.0,0.75,5.56340810226126,1972.7139990329745,1.0,772.7870000000001,682.364,672.3569999999999,0.0,0.0,0.0,113.22800000000001,322.901,0.0,0.0,0.0,0.0,14,7.2,7.4,42.0,1.0,14 days,3,30,spring
59,AS14.02,2014-03-31,42,7,-0.8,0.4,3.7529501679426365,3138.5649991035457,2.0,1186.2989999999995,2222.634999999999,77.657,0.0,0.0,0.0,81.741,291.30600000000004,0.0,0.0,0.0,0.0,15,7.4,6.4,43.0,1.0,15 days,3,31,spring
60,AS14.02,2014-04-01,43,7,-0.2,0.8,6.287052772537307,2842.93899679184,1.0,1247.5759999999998,1322.6100000000001,76.976,0.0,0.0,0.0,186.413,191.12099999999998,83.66600000000001,0.0,0.0,0.0,16,6.4,5.75,44.0,1.0,16 days,4,1,spring
61,AS14.02,2014-04-02,44,6,-0.6,-0.2,7.658893483191203,3278.3170006275177,0.0,1084.355,2592.8110000000006,145.17299999999997,0.0,0.0,0.0,128.74400000000003,317.901,0.0,0.0,0.0,0.0,17,5.75,6.4,45.0,1.0,17 days,4,2,spring
62,AS14.02,2014-04-03,45,5,-0.25,0.0,7.740140157839726,4602.665000915528,0.0,968.7979999999995,3244.672,185.41299999999998,0.0,0.0,0.0,56.13199999999999,122.42099999999999,318.294,0.0,0.0,0.0,18,6.4,7.4,46.0,1.0,18 days,4,3,spring
63,AS14.02,2014-04-04,46,6,-1.2,0.2,5.454488558615051,2840.603000879288,0.0,919.9350000000001,1626.7000000000005,83.22300000000001,0.0,0.0,0.0,148.852,141.32000000000002,0.0,0.0,0.0,0.0,19,7.4,4.5,47.0,1.0,19 days,4,4,spring
64,AS14.02,2014-04-05,47,7,0.0,0.6,7.726073339532607,3484.4580001831064,1.0,1265.652,1925.8280000000007,627.6169999999998,0.0,0.0,0.0,100.89699999999999,258.611,388.071,0.0,0.0,0.0,20,4.5,6.8,48.0,1.0,20 days,4,5,spring
65,AS14.02,2014-04-06,48,4,-1.0,-1.25,3.4433523225736393,1963.4189984798427,0.0,576.3849999999999,1224.322,124.098,0.0,0.0,0.0,30.011000000000003,391.5420000000001,0.0,0.0,0.0,0.0,21,6.8,6.25,49.0,1.0,21 days,4,6,spring
66,AS14.02,2014-04-07,49,6,0.0,0.6,3.2765696255063905,4581.935997962952,0.0,1482.9479999999999,2210.576,236.54799999999997,0.0,0.0,0.0,106.148,1096.267,0.0,0.0,0.0,0.0,22,6.25,7.25,50.0,1.0,22 days,4,7,spring
67,AS14.02,2014-04-08,50,6,-0.25,0.5,6.2868249029175365,3165.847999334336,1.0,1184.7779999999993,2005.2119999999998,193.47999999999996,0.0,0.0,0.0,134.434,636.2529999999999,0.0,0.0,0.0,0.0,23,7.25,7.25,51.0,1.0,23 days,4,8,spring
68,AS14.02,2014-04-09,51,7,-0.5,0.25,5.933036353077366,3368.29000043869,1.0,1127.9480000000008,1860.2279999999996,627.2359999999999,0.0,0.0,0.0,61.397,150.49900000000002,0.0,0.0,0.0,0.0,24,7.25,6.5,52.0,1.0,24 days,4,9,spring
69,AS14.02,2014-04-10,52,7,0.25,0.75,6.258014492239036,3248.3379981517796,1.0,830.9210000000003,1990.196,348.40700000000004,0.0,0.0,0.0,141.214,566.807,186.061,0.0,2.045,0.0,25,6.5,6.0,53.0,1.0,25 days,4,10,spring
70,AS14.02,2014-04-11,53,6,-0.5,0.5,10.187554255402484,4298.073000907899,1.0,1151.6369999999997,2020.5820000000003,401.26500000000004,0.0,0.0,0.0,136.128,319.6449999999999,630.9290000000002,0.0,0.0,0.0,26,6.0,7.2,54.0,1.0,26 days,4,11,spring
71,AS14.02,2014-04-12,54,6,-2.0,-1.0,9.079241599489027,2484.896000862122,1.0,1117.1289999999995,1302.314,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.18500000000006,0.0,6.986,0.0,27,7.2,8.0,55.0,1.0,27 days,4,12,spring
72,AS14.02,2014-04-13,55,7,-0.6,0.4,6.955682838787198,1678.4399979114535,0.0,510.9129999999998,855.2189999999998,119.019,0.0,0.0,0.0,79.11199999999998,123.07099999999998,159.64600000000002,0.0,0.0,0.0,28,8.0,7.25,56.0,1.0,28 days,4,13,spring
73,AS14.02,2014-04-14,56,8,0.75,1.0,4.48977720413107,2773.043000936509,7.0,809.9719999999998,1822.477,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.48800000000001,0.0,29,7.25,6.666666666666667,57.0,1.0,29 days,4,14,spring
74,AS14.02,2014-04-15,57,7,-0.5,0.5,2.083546598144249,270.4540002346038,1.0,98.26600000000002,103.861,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0,30,6.666666666666667,6.5,58.0,1.0,30 days,4,15,spring
75,AS14.02,2014-04-16,58,6,-0.3333333333333333,0.3333333333333333,0.7065527065527069,109.28399968147278,1.0,125.13300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,6.5,6.5,59.0,1.0,31 days,4,16,spring
76,AS14.02,2014-04-17,59,6,0.25,0.0,0.940170940170941,41.23499965667722,7.0,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,6.5,5.666666666666667,60.0,1.0,32 days,4,17,spring
77,AS14.02,2014-04-18,60,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,5.666666666666667,5.0,61.0,1.0,33 days,4,18,spring
78,AS14.02,2014-04-19,61,5,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,0.0,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,5.0,5.5,62.0,1.0,34 days,4,19,spring
79,AS14.02,2014-04-20,62,5,-0.6666666666666666,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,5.5,5.666666666666667,63.0,1.0,35 days,4,20,spring
80,AS14.02,2014-04-21,63,5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,5.666666666666667,5.5,64.0,1.0,36 days,4,21,spring
81,AS14.02,2014-04-22,64,5,-1.3333333333333333,-0.3333333333333333,0.15,13.08000016212468,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,37,5.5,7.0,65.0,1.0,37 days,4,22,spring
82,AS14.02,2014-04-23,65,5,0.0,0.5,0.142857142857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7.0,9.0,66.0,1.0,38 days,4,23,spring
83,AS14.03,2014-03-21,32,9,1.0,2.0,0.0,1664.9540009498596,2.0,66.777,831.4110000000001,295.86999999999995,0.0,0.0,10.046,229.6565,0.0,0.0,0.0,0.0,0.0,0,7.8,8.2,33.0,1.0,0 days,3,21,spring
84,AS14.03,2014-03-22,33,7,0.8,1.0,2.4880480123861193,1243.9770007133488,1.0,185.89500000000004,458.49500000000006,232.28699999999995,0.0,0.0,0.0,89.216,0.0,168.54500000000002,0.0,4.35,0.0,1,8.2,7.8,34.0,1.0,1 days,3,22,spring
85,AS14.03,2014-03-23,34,8,-0.2,1.2,2.4059207614610805,2428.006001234055,1.0,411.821,745.4189999999998,313.63200000000006,36.364,0.0,161.998,251.529,0.0,275.405,0.0,0.0,44.854,2,7.8,7.8,35.0,1.0,2 days,3,23,spring
86,AS14.03,2014-03-24,35,7,-0.6,1.4,2.177765338117608,4114.778000593186,0.0,92.246,991.6100000000004,534.0739999999998,105.217,0.0,125.32500000000002,267.601,0.0,0.0,11.064,5.136,0.0,3,7.8,8.25,36.0,1.0,3 days,3,24,spring
87,AS14.03,2014-03-25,36,7,-0.4,1.2,3.186438852563808,3270.7720003128056,1.0,325.886,1305.0980000000002,428.08,447.543,0.0,141.076,133.63,0.0,0.0,47.324,28.843,0.0,4,8.25,7.75,37.0,1.0,4 days,3,25,spring
88,AS14.03,2014-03-26,37,8,0.5,1.0,2.187676827367298,2711.905999183655,0.0,118.63900000000001,1131.2249999999997,459.95599999999996,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,5,7.75,8.0,38.0,1.0,5 days,3,26,spring
89,AS14.03,2014-03-27,38,7,0.25,0.5,2.4766980887695396,1597.4990017414088,1.0,146.877,931.6620000000004,246.8389999999999,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,6,8.0,8.6,39.0,1.0,6 days,3,27,spring
90,AS14.03,2014-03-28,39,8,-0.5,1.5,2.512302911497596,2077.4639985561375,0.0,196.664,940.8789999999998,212.87899999999993,0.0,0.0,46.206,246.37600000000003,0.0,0.0,63.787000000000006,7.045,0.0,7,8.6,8.4,40.0,1.0,7 days,3,28,spring
91,AS14.03,2014-03-29,40,8,-0.2,1.6,3.921056106207615,1166.5480008125305,1.0,19.31,152.928,288.33599999999996,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,8,8.4,7.4,41.0,1.0,8 days,3,29,spring
92,AS14.03,2014-03-30,41,8,-0.2,1.0,3.786966451133613,1854.4930002689364,0.0,12.869,1223.6230000000003,225.50499999999994,0.0,0.0,26.284,186.05399999999997,0.0,0.0,35.267,0.0,31.955000000000002,9,7.4,7.6,42.0,1.0,9 days,3,30,spring
93,AS14.03,2014-03-31,42,7,0.4,0.6,2.0072060302922083,2254.5750012397757,1.0,581.64,1047.9699999999998,238.57399999999993,77.49100000000001,0.0,0.0,98.78600000000002,0.0,0.0,0.0,5.16,0.0,10,7.6,7.4,43.0,1.0,10 days,3,31,spring
94,AS14.03,2014-04-01,43,7,0.4,0.4,2.3379441635114637,1512.3889997005454,0.0,198.676,711.7979999999999,206.193,58.641,0.0,62.49,203.23399999999998,0.0,0.0,0.0,0.0,0.0,11,7.4,7.8,44.0,1.0,11 days,4,1,spring
95,AS14.03,2014-04-02,44,7,0.2,0.6,1.8885153188859962,1369.1080012321468,0.0,173.72799999999995,820.5580000000001,214.90699999999995,65.43900000000001,0.0,18.698999999999998,98.842,0.0,54.144999999999996,0.0,0.0,0.0,12,7.8,7.8,45.0,1.0,12 days,4,2,spring
96,AS14.03,2014-04-03,45,7,0.0,1.0,2.0072749055996097,1050.6760003566742,0.0,58.912,685.1839999999999,201.36199999999994,72.10300000000001,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,13,7.8,7.6,46.0,1.0,13 days,4,3,spring
97,AS14.03,2014-04-04,46,7,0.2,1.4,2.0905574499902304,1944.6679995059956,3.0,374.514,355.00199999999995,246.74299999999997,47.284,0.0,6.163,283.6995,0.0,0.0,21.3425,0.0,0.0,14,7.6,6.8,47.0,1.0,14 days,4,4,spring
